Origin Postcode,Destination Postcode,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude
TA24 6LH,TA20 4JG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19356,-3.46126,51.19356,-3.46126
TA24 6LJ,TA3 5ZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19444,-3.46103,51.19444,-3.46103
TA24 6LL,TA3 6LJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19422,-3.46014,51.19422,-3.46014
TA24 6LN,TA3 7DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19347,-3.4606,51.19347,-3.4606
TA24 6LP,TA20 3RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.174112,-3.4197386,51.174112,-3.4197386
TA24 6LQ,TA20 4AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16864,-3.37745,51.16864,-3.37745
TA24 6LR,TA24 7YA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1734,-3.42023,51.1734,-3.42023
TA24 6LS,TA24 7JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1719,-3.41845,51.1719,-3.41845
TA24 6LT,TA22 9AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17147,-3.41885,51.17147,-3.41885
TA24 6LU,TA1 3BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17272,-3.41784,51.17272,-3.41784
TA24 6LW,TA4 3PQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19286,-3.46108,51.19286,-3.46108
TA24 6LX,TA12 6HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1747575,-3.4207043,51.1747575,-3.4207043
TA24 6LY,TA21 0ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1732299,-3.42096,51.1732299,-3.42096
TA24 6LZ,TA18 7DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17259,-3.4162,51.17259,-3.4162
TA24 6NA,TA21 9GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17166,-3.41724,51.17166,-3.41724
TA24 6NB,TA6 5HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17254,-3.41734,51.17254,-3.41734
TA24 6ND,TA6 9SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17373,-3.42162,51.17373,-3.42162
TA24 6NE,TA21 0LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.174,-3.42258,51.174,-3.42258
TA24 6NF,TA3 5YA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17305,-3.42165,51.17305,-3.42165
TA24 6NG,TA8 1HW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17557,-3.42211,51.17557,-3.42211
TA24 6NH,TA24 5TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17557863333333,-3.4239480666666666,51.17557863333333,-3.4239480666666666
TA24 6NJ,TA11 6PW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17419,-3.4242,51.17419,-3.4242
TA24 6NL,TA6 3JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17286,-3.42281,51.17286,-3.42281
TA24 6NN,TA11 6DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17372,-3.42441,51.17372,-3.42441
TA24 6NP,TA1 2EJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1729399,-3.41669,51.1729399,-3.41669
TA24 6NQ,TA7 9LZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17449915,-3.42125295,51.17449915,-3.42125295
TA24 6NR,TA7 9NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17349,-3.41655,51.17349,-3.41655
TA24 6NS,TA19 9DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17353,-3.41761,51.17353,-3.41761
TA24 6NT,TA10 9SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17416,-3.41752,51.17416,-3.41752
TA24 6NU,TA11 7BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1740799,-3.41613,51.1740799,-3.41613
TA24 6NW,TA23 0RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1734,-3.41591,51.1734,-3.41591
TA24 6NX,TA6 6FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17406,-3.4145,51.17406,-3.4145
TA24 6NY,TA10 9NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18396,-3.4354,51.18396,-3.4354
TA24 6NZ,TA3 5NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17972,-3.42858,51.17972,-3.42858
TA24 6PA,TA1 4NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17413,-3.42374,51.17413,-3.42374
TA24 6PB,TA2 7YL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17493,-3.42359,51.17493,-3.42359
TA24 6PD,TA20 2PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1884299,-3.44151,51.1884299,-3.44151
TA24 6PE,TA4 2QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1727599,-3.42035,51.1727599,-3.42035
TA24 6PF,TA20 2BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1709,-3.41899,51.1709,-3.41899
TA24 6PG,TA21 0BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6285046,-63.6698352,44.6285046,-63.6698352
TA24 6PH,TA24 8LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19079,-3.44241,51.19079,-3.44241
TA24 6PJ,TA11 9AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1931186,-3.4384228,51.1931186,-3.4384228
TA24 6PL,TA21 8AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1912499,-3.43994,51.1912499,-3.43994
TA24 6PN,TA20 1BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18965,-3.44153,51.18965,-3.44153
TA24 6PP,TA22 9EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18935,-3.44042,51.18935,-3.44042
TA24 6PQ,TA9 3QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17543,-3.42465,51.17543,-3.42465
TA24 6PR,TA9 3TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18839,-3.44078,51.18839,-3.44078
TA24 6PS,TA3 5BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18811,-3.44137,51.18811,-3.44137
TA24 6PT,TA6 5PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16574,-3.41413,51.16574,-3.41413
TA24 6PU,TA24 6PZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16435,-3.41217,51.16435,-3.41217
TA24 6PW,TA1 4JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18853,-3.43942,51.18853,-3.43942
TA24 6PX,TA2 6HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16378,-3.41096,51.16378,-3.41096
TA24 6PY,TA11 6ZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16278,-3.41082,51.16278,-3.41082
TA24 6PZ,TA20 1BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1624399,-3.40876,51.1624399,-3.40876
TA24 6QA,TA7 9LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16326,-3.40743,51.16326,-3.40743
TA24 6QB,TA1 1BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1641199,-3.40671,51.1641199,-3.40671
TA24 6QD,TA9 3BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16169,-3.40928,51.16169,-3.40928
TA24 6QE,TA12 6LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16044,-3.40952,51.16044,-3.40952
TA24 6QF,TA19 0EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15651,-3.41969,51.15651,-3.41969
TA24 6QG,TA20 2FF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6QH,TA20 9BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.151,-3.41452,51.151,-3.41452
TA24 6QJ,TA8 2JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15569,-3.43148,51.15569,-3.43148
TA24 6QL,TA11 6TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14882,-3.4148,51.14882,-3.4148
TA24 6QN,TA1 9NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14611,-3.40992,51.14611,-3.40992
TA24 6QP,TA6 5EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14681,-3.40724,51.14681,-3.40724
TA24 6QQ,TA13 5EZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6QR,TA22 9PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1457,-3.40544,51.1457,-3.40544
TA24 6QS,TA1 9PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1340999,-3.40327,51.1340999,-3.40327
TA24 6QT,TA4 9TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.13932,-3.40358,51.13932,-3.40358
TA24 6QU,TA8 1EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14353,-3.39821,51.14353,-3.39821
TA24 6QW,TA1 4HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14761,-3.40732,51.14761,-3.40732
TA24 6QX,TA20 2ZJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1475099,-3.38635,51.1475099,-3.38635
TA24 6QY,TA2 7ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14257,-3.39156,51.14257,-3.39156
TA24 6QZ,TA3 7DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14246,-3.3909,51.14246,-3.3909
TA24 6RA,TA5 2JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14946,-3.38167,51.14946,-3.38167
TA24 6RB,TA10 9BS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6RD,TA18 8NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15087,-3.38297,51.15087,-3.38297
TA24 6RE,TA6 5LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17106,-3.41741,51.17106,-3.41741
TA24 6RF,TA1 3FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17047,-3.41752,51.17047,-3.41752
TA24 6RG,TA6 3JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16955,-3.41949,51.16955,-3.41949
TA24 6RH,TA1 4HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17072,-3.43123,51.17072,-3.43123
TA24 6RJ,TA6 9ZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1740799,-3.4309,51.1740799,-3.4309
TA24 6RL,TA24 6HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18757,-3.44038,51.18757,-3.44038
TA24 6RN,TA20 4QL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1902199,-3.44033,51.1902199,-3.44033
TA24 6RP,TA8 2FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1623,-3.40837,51.1623,-3.40837
TA24 6RQ,TA1 2RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16729,-3.42642,51.16729,-3.42642
TA24 6RR,TA2 6AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1734099,-3.42819,51.1734099,-3.42819
TA24 6RS,TA2 7ZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18460305,-3.4482707,51.18460305,-3.4482707
TA24 6RT,TA24 8AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1843,-3.44902,51.1843,-3.44902
TA24 6RU,TA6 5LQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18247,-3.44727,51.18247,-3.44727
TA24 6RW,TA6 4BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19073,-3.4384,51.19073,-3.4384
TA24 6RX,TA10 0QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1833474,-3.4475194,51.1833474,-3.4475194
TA24 6RY,TA7 9NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1838454,-3.4454763,51.1838454,-3.4454763
TA24 6RZ,TA8 2JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1830799,-3.44661,51.1830799,-3.44661
TA24 6SA,TA7 8AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18287,-3.448,51.18287,-3.448
TA24 6SB,TA2 8NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1825199,-3.44875,51.1825199,-3.44875
TA24 6SD,TA24 7ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18532,-3.4437,51.18532,-3.4437
TA24 6SE,TA1 9ZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18516,-3.44259,51.18516,-3.44259
TA24 6SF,TA7 9BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1840966,-3.44437318,51.1840966,-3.44437318
TA24 6SG,TA6 6ZF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18408285714286,-3.4439656,51.18408285714286,-3.4439656
TA24 6SH,TA6 7HY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1830104,-3.4462161,51.1830104,-3.4462161
TA24 6SJ,TA1 1XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18251,-3.44503,51.18251,-3.44503
TA24 6SL,TA2 8PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18156,-3.44384,51.18156,-3.44384
TA24 6SN,TA1 1DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18193975,-3.4467182666666663,51.18193975,-3.4467182666666663
TA24 6SP,TA7 8FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18022,-3.4464,51.18022,-3.4464
TA24 6SQ,TA1 2PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18293,-3.44418,51.18293,-3.44418
TA24 6SR,TA2 8ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1801699,-3.44723,51.1801699,-3.44723
TA24 6SS,TA5 1AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18408,-3.4473,51.18408,-3.4473
TA24 6SW,TA9 4YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.180803,-3.44593625,51.180803,-3.44593625
TA24 6SX,TA18 7YQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19608,-3.45934,51.19608,-3.45934
TA24 6SY,TA13 5EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18276,-3.44655,51.18276,-3.44655
TA24 6SZ,TA1 3RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17328,-3.41978,51.17328,-3.41978
TA24 6TA,TA7 0DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16663,-3.45791,51.16663,-3.45791
TA24 6TB,TA3 7LJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17807,-3.46446,51.17807,-3.46446
TA24 6TD,TA6 3SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17325,-3.47422,51.17325,-3.47422
TA24 6TE,TA7 0RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19752,-3.45851,51.19752,-3.45851
TA24 6TF,TA6 4SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6TG,TA8 2PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6TH,TA4 3TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1958399,-3.43354,51.1958399,-3.43354
TA24 6TJ,TA2 6AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6TL,TA6 4GZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6TN,TA2 8GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19579,-3.46047,51.19579,-3.46047
TA24 6TP,TA19 9HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1929191,-3.4535848,51.1929191,-3.4535848
TA24 6TQ,TA2 8EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6TR,TA12 6BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1936297,-3.4587358,51.1936297,-3.4587358
TA24 6TS,TA18 8AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18786,-3.45414,51.18786,-3.45414
TA24 6TT,TA16 5NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1893,-3.46168,51.1893,-3.46168
TA24 6TU,TA5 1QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18119,-3.46,51.18119,-3.46
TA24 6TW,TA4 2QN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19529,-3.46104,51.19529,-3.46104
TA24 6TX,TA8 1AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17681,-3.48097,51.17681,-3.48097
TA24 6TY,TA3 7JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17668,-3.48493,51.17668,-3.48493
TA24 6TZ,TA19 9XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17666,-3.48921,51.17666,-3.48921
TA24 6UA,TA9 3DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17761,-3.49056,51.17761,-3.49056
TA24 6UE,TA12 6WN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1957,-3.45648,51.1957,-3.45648
TA24 6UF,TA8 2TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19588,-3.45778,51.19588,-3.45778
TA24 6UG,TA7 9PZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1971599,-3.45734,51.1971599,-3.45734
TA24 6UH,TA2 6QZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19612,-3.45652,51.19612,-3.45652
TA24 6UJ,TA21 0PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1952,-3.45804,51.1952,-3.45804
TA24 6UL,TA7 8HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19478,-3.45751,51.19478,-3.45751
TA24 6UN,TA21 8DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19464,-3.45779,51.19464,-3.45779
TA24 6UP,TA4 2HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19523,-3.45891,51.19523,-3.45891
TA24 6UQ,TA4 2JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19616,-3.45718,51.19616,-3.45718
TA24 6UR,TA10 9QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19582,-3.45824,51.19582,-3.45824
TA24 6US,TA10 0NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1980099,-3.45785,51.1980099,-3.45785
TA24 6UT,TA6 7PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6UU,TA18 7TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19676,-3.45705,51.19676,-3.45705
TA24 6UW,TA3 7EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19494,-3.45909,51.19494,-3.45909
TA24 6UX,TA1 3DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19699,-3.45811,51.19699,-3.45811
TA24 6UZ,TA1 9FH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17768,-3.40601,51.17768,-3.40601
TA24 6WA,TA3 6RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6WB,TA1 4JU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6WY,TA1 9DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6WZ,TA7 0JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA24 6YA,TA11 7AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
